pa_ms,pa_anvisa_sim,dist_lev,tipo
GRAMITE,FOSMETE,4.0,princípio ativo
LAURIL BENZENO,BENTAZONA,4.0,princípio ativo
ORGONOFOEFERADOS,ORGANOFOSFORADO,4.0,grupo químico
TAUTAR,ASULAM,4.0,princípio ativo
EPAGRO,ETANOL,4.0,princípio ativo
LANNATE ADAPAR,ASULAM,4.0,princípio ativo
CIMBURA,CUELURE,4.0,princípio ativo
SAL DE DMETILAMINA,DIMETENAMIDA,4.0,princípio ativo
AUDICARB,ALANICARBE,4.0,princípio ativo
GRAMINICIDA,DAMINOZIDA,4.0,princípio ativo
LAMATE,CARTAPE,4.0,princípio ativo
DIETHIL SUCCINATO,FOSETIL,4.0,princípio ativo
TRANQULIZANTE PRA CAVALO,ACEFATO,4.0,princípio ativo
"BENZOATO DE DENATONIO 0,0001%",BENZOTIAZOL,4.0,grupo químico
DIAZEPAM,TIAZOPIR,4.0,princípio ativo
ALDICARL,ALANICARBE,4.0,princípio ativo
COBRE 8%,CUELURE,4.0,princípio ativo
ANTICOL NESTERADICO,ETANOL,4.0,princípio ativo
PROVENCI,PROPANIL,4.0,princípio ativo
FURADOM,DIUROM,4.0,princípio ativo
VENENO DE CAFE,DECANOL,4.0,princípio ativo
CHUMBINHO - VENENO DE RATO,DECANOL,4.0,princípio ativo
"DIETHYL,TRICHOLARO,PYRIDYL,PHOSPHOROTHIOATE",TRICICLAZOL,4.0,princípio ativo
INIBIDOR DE ACITILCOLINESTEROSE,ANILIDA,4.0,grupo químico
FURADAM 350,TIRAM,4.0,princípio ativo
INIBIDOR DA ACELTICOLINESTERASE,ANILIDA,4.0,grupo químico
OXITET.+S. DE COBRE,CUELURE,4.0,princípio ativo
INIBIDOR DE COLINESTERASE NAO DETERMINADO,ANILIDA,4.0,grupo químico
METRIFONATO(TRICLOFORME),DICLOFOPE,4.0,princípio ativo
GRANAR,ETANOL,4.0,princípio ativo
CARBOFLURANO,CARBOSULFANO,4.0,princípio ativo
AGROTOXICO P FEIJAO,FENTINA,4.0,princípio ativo
ESTRE MELITICO DE OLEO SOJA,CUELURE,4.0,princípio ativo
VENENO PASTAGEM,CARTAPE,4.0,princípio ativo
ALDICAREB,ALANICARBE,4.0,princípio ativo
ADUBO AGRICOLA,ASULAM,4.0,princípio ativo
ORTUS,METAM,4.0,princípio ativo
HURION,DIUROM,4.0,princípio ativo
BEMZODIA ZEPINICO,BENZAMIDA,4.0,grupo químico
MARSHAL,MSMA,4.0,princípio ativo
METFORMINA 50COMP,AMETRINA,4.0,princípio ativo
BAC - CONTROLE WP,ETIPROLE,4.0,princípio ativo
CARBOFURAN D,CARBOSULFANO,4.0,princípio ativo
NADA CONSTA,CINETINA,4.0,princípio ativo
TEMIK 150,ETEFOM,4.0,princípio ativo
INIBIDOR DA ACETILCOLINESTENASE,ANILIDA,4.0,grupo químico
GRANOXONE,GRANDLURE,4.0,princípio ativo
BUISDIOCARBAMATO DE MAGANEZ E ION ZINCO,DIUROM,4.0,princípio ativo
METAMITOFOS FERSOL,DECANOL,4.0,princípio ativo
CRACK,CARTAPE,4.0,princípio ativo
CRAFT,CARTAPE,4.0,princípio ativo
02,MSMA,4.0,princípio ativo
"DIMETHYLAMMONIUM(2,4 DICHLOROPHENOXY)ACETATE(2,4D DIMETILAMI",DIMETENAMIDA,4.0,princípio ativo
REPELENTE DE CIGARRA,DICAMBA,4.0,princípio ativo
ELLATOS,ETANOL,4.0,princípio ativo
ZILEPAM,METAM,4.0,princípio ativo
ORGANOSFOSFATO,ORGANOFOSFORADO,4.0,grupo químico
ADUBO QUIMICO,ASULAM,4.0,princípio ativo
METRIMEX,AMETRINA,4.0,princípio ativo
ALCOOL DESTILADO,ALACLORO,4.0,princípio ativo
FURADAN,FLURIDONA,4.0,princípio ativo
INIBIDOR DA COLINESTERASE,ANILIDA,4.0,grupo químico
"INSETICIDA,FULMIGANTE E CUMPICIDA",CARBIMIDA,4.0,grupo químico
HANDAPH,CARTAPE,4.0,princípio ativo
TRICLORFONE 97 GRAMAS,DICLOFOPE,4.0,princípio ativo
HEMIRATO DE QUETIAPINA,BUTRALINA,4.0,princípio ativo
DECIS 25 EC,DECANOL,4.0,princípio ativo
ARDICARB,ALANICARBE,4.0,princípio ativo
ROUANP,DODINA,4.0,princípio ativo
FURAZIM,ATRAZINA,4.0,princípio ativo
TABACO,TIRAM,4.0,princípio ativo
POLIOXIETILENO ALQUILFENOL ETER,ALQUILENOBIS,4.0,grupo químico
ADUBO,ASULAM,4.0,princípio ativo
6 CHLORO 3 PYRIDYLMETHYL N NITROIMIDAZOLIDIN 2 YLIDENEAMINE,ALACLORO,4.0,princípio ativo
FERFOL 480EC,DECANOL,4.0,princípio ativo
AGRIN,ATRAZINA,4.0,princípio ativo
QUIZALOFOP-P-SEHYL,FOSETIL,4.0,princípio ativo
VENENO PARA LAGARTA,DECANOL,4.0,princípio ativo
K OTRINE,ATRAZINA,4.0,princípio ativo
THICARD,TIRAM,4.0,princípio ativo
,MSMA,4.0,princípio ativo
FERSOL 480 NA,DECANOL,4.0,princípio ativo
THIOMETHOXAN,TIAMETOXAM,4.0,princípio ativo
CECALME 260MG,DECANOL,4.0,princípio ativo
OUTROS,DIUROM,4.0,princípio ativo
EGEO PLINO,DODINA,4.0,princípio ativo
VENENO PARA CAFE,DECANOL,4.0,princípio ativo
PLAINAI,DODINA,4.0,princípio ativo
ORIGINAL CAFE,TRIAZINA,4.0,grupo químico
INIBIDOR DO ACETILCOLINESTERASE,ANILIDA,4.0,grupo químico
INIBIDOR DE COLINESTERASE NAO ESPECIFICADO,ANILIDA,4.0,grupo químico
INTOXICACAO POR PRODUTO QUIMICO,QUINONA,4.0,grupo químico
ORGANO CLORADOS,CLOMAZONA,4.0,princípio ativo
PAQUARATE 200G/L,DIQUATE,4.0,princípio ativo
KUMOS,DIUROM,4.0,princípio ativo
CARBAMAZEPINA 200MG,MSMA,4.0,princípio ativo
TAMARON,TEMEFOS,4.0,princípio ativo
INIBIDOR ACETILCOLINESTERASE,ANILIDA,4.0,grupo químico
"MARCAPTO,SUSCCINATO",CARTAPE,4.0,princípio ativo
TAMARAN,AMITRAZ,4.0,princípio ativo
K-OTRINE,ATRAZINA,4.0,princípio ativo
BOVITOX,BORAX,4.0,princípio ativo
ALDICAB,ALANICARBE,4.0,princípio ativo
CEIFITI,ACEFATO,4.0,princípio ativo
2.4D,"2,4 - D",4.0,princípio ativo
N-FOSONOMETIL,FOSETIL,4.0,princípio ativo
HERBICID2,CARBIMIDA,4.0,grupo químico
CURION E ZAP,DIUROM,4.0,princípio ativo
AASS,MSMA,4.0,princípio ativo
OLEO DIESEL,DIUROM,4.0,princípio ativo
QUEIMAR O BROTO,BORAX,4.0,princípio ativo
REVUS,METAM,4.0,princípio ativo
DICLOFENACO 3 COMP,DICLORANA,4.0,princípio ativo
FORMICIDA DESCONHECIDA,CARBIMIDA,4.0,grupo químico
"2,2 DICLOROVINIL-CICLOPOROPANO CARBOCILATO",CARBOSULFANO,4.0,princípio ativo
DEMETIL3,FOSETIL,4.0,princípio ativo
ANDROL,DIUROM,4.0,princípio ativo
"SEMENTES,INSETICIDAS",TEMEFOS,4.0,princípio ativo
ISETICIDA,ACETAMIDA,4.0,grupo químico
LOSARTANA POTASSIA,CAPTANA,4.0,princípio ativo
PARADAC,PARAQUATE,4.0,princípio ativo
BENZIMEDAZOLICO,BENZIMIDAZOL,4.0,grupo químico
INIBIDOR DE COLINESTERASE,ANILIDA,4.0,grupo químico
IBATOK,ETANOL,4.0,princípio ativo
MATA-MATO,CARBAMATO,4.0,grupo químico
HERBICIDAS,CARBIMIDA,4.0,grupo químico
CARBOFURAN 350SC,CARBOSULFANO,4.0,princípio ativo
ELEKTRA,ALETRINA,4.0,princípio ativo
SAL DE ISOPROPILAMINA DE N-GLICINE,AVIGLICINA,4.0,princípio ativo
DUPONT,DODINA,4.0,princípio ativo
NAO CONSTA NO MINISTERIO DA AGRICULTURA,CINETINA,4.0,princípio ativo
DMA 806BR,IPBC,4.0,princípio ativo
"ARSENIO,COBRE E CHROMO",DIUROM,4.0,princípio ativo
METILCARBONATO DEBENZOFURONILA,METILCARBAMATO DE BENZOFURANILA,4.0,grupo químico
ORGAMOSFORADOS,ORGANOFOSFORADO,4.0,grupo químico
CAPTORPIL,CARBARIL,4.0,princípio ativo
EXTRATO PEOLHESO,ACEFATO,4.0,princípio ativo
CITOTEC,CETONA,4.0,grupo químico
ZALT ALIBRO MAVINYL,AMITRAZ,4.0,princípio ativo
LOSBAN,FOSFINA,4.0,princípio ativo
DDT,DODINA,4.0,princípio ativo
PARADOSC,PIRAZOL,4.0,grupo químico
RECOP/ FLINOR,DECANOL,4.0,princípio ativo
ALDECARDE,ALANICARBE,4.0,princípio ativo
DICLOROVINIL DIMETIFOSFATO,DIMETOATO,4.0,princípio ativo
PERTICIDA / INSETICINA,CINETINA,4.0,princípio ativo
NICOTIANA TABACUM,CINETINA,4.0,princípio ativo
18,MSMA,4.0,princípio ativo
OLEO DISEL,DIUROM,4.0,princípio ativo
ALATOX,ACEFATO,4.0,princípio ativo
PROFENALAN,PROFENOFOS,4.0,princípio ativo
PARA CARUNCHO EM MADEIRA,DODINA,4.0,princípio ativo
A-CYANO 3-PHENOXYBENZYL (Z),ACEFATO,4.0,princípio ativo
STANDAH,ETANOL,4.0,princípio ativo
PYRIMID,CARBIMIDA,4.0,grupo químico
DIMETHYL-4/BIPYRIDINUM,DIMETOATO,4.0,princípio ativo
VENENO LIQUIDO,DECANOL,4.0,princípio ativo
PROVENA 750 MG,DODINA,4.0,princípio ativo
GLIFO,ETEFOM,4.0,princípio ativo
EVITAR BROTACAO,AMITRAZ,4.0,princípio ativo
ALFACIPERMETTRINA,ALFA - CIPERMETRINA,4.0,princípio ativo
ALFACIPIRMETRINA,ALFA - CIPERMETRINA,4.0,princípio ativo
RUMBO,MSMA,4.0,princípio ativo
PARATIOM METILICO5,MALATIONA,4.0,princípio ativo
LAMOTE,DAZOMETE,4.0,princípio ativo
FLUOXETINA,FLUMIOXAZINA,4.0,princípio ativo
FENOBARBITOL,FENARIMOL,4.0,princípio ativo
AGUA SANITARIA,LAMINARINA,4.0,princípio ativo
N- PHOSPHONOMETHI (GLICINI),AVIGLICINA,4.0,princípio ativo
NONATO,ACEFATO,4.0,princípio ativo
COPOLIMERO DE SILOXANO 100%,CIMOXANIL,4.0,princípio ativo
MANGANESE ETHYLENES,MANCOZEBE,4.0,princípio ativo
CLONAZEPAN,CLOMAZONA,4.0,princípio ativo
"2,40 AMINA/ACIDO DICLOROFENO LIACELITICO",DICLORANA,4.0,princípio ativo
PRIMEIRA VEZ QUE UTILIZOU O PRODUTO,PROMETRINA,4.0,princípio ativo
NATH,METAM,4.0,princípio ativo
METAMIDAFOS,FENAMIFOS,4.0,princípio ativo
RELATA,ACEFATO,4.0,princípio ativo
"O,O DIETIL-2 ISOPROPIL-6 PIRIMIDIL-TIOFOSFATO",GLIFOSATO,4.0,princípio ativo
2/4D,"2,4 - D",4.0,princípio ativo
ZOLPIDEN,FOLPETE,4.0,princípio ativo
TSI MAX,MSMA,4.0,princípio ativo
"DIETHYL,TRICHLORO,PYRIDY",ALACLORO,4.0,princípio ativo
ALQUIL BENZENO,BENTAZONA,4.0,princípio ativo
NOMOLT 150 ADAPAR,ASULAM,4.0,princípio ativo
EVIDENSE,ETILENO,4.0,grupo químico
LOSGAN,FOSFINA,4.0,princípio ativo
MANNE JO,ETANOL,4.0,princípio ativo
VENENO D ETOMATE,DECANOL,4.0,princípio ativo
INSETICIDA / FUNGICIDA,ANILIDA,4.0,grupo químico
FOLHAR,FOLPETE,4.0,princípio ativo
METUZARAN,METIRAM,4.0,princípio ativo
METAMIDOFAS,FENAMIDONA,4.0,princípio ativo
PEHOSETE,DAZOMETE,4.0,princípio ativo
TRIETALONAMINA,TRIAZINAMINA,4.0,grupo químico
FUGICIDA,FTALIDA,4.0,princípio ativo
CLORIDRATO DE FENILEFRINA,FENOTRINA,4.0,princípio ativo
CUMBINHO,CUMARINICO,4.0,grupo químico
PALACE,CARTAPE,4.0,princípio ativo
LORSBAN,BORAX,4.0,princípio ativo
CURATANI,CARTAPE,4.0,princípio ativo
CHLORO 3 PYRIDYHMETHYL,ALACLORO,4.0,princípio ativo
UBYFOL,ETANOL,4.0,princípio ativo
"GLYPHOSATE,ISOPROPILAMINA",GLIFOSATO,4.0,princípio ativo
SAL DE AMONIO DE N-(PHOSPHONOMETHYL)GLYCINE,FOXIM,4.0,princípio ativo
PARATHION,MALATIONA,4.0,princípio ativo
INSETICIDA P/ CUPINS DE GRAOS.,CAPTANA,4.0,princípio ativo
ALDCARB,ALANICARBE,4.0,princípio ativo
GASTOXIN,CARBOXINA,4.0,princípio ativo
TITANIUM,TIRAM,4.0,princípio ativo
CYPERMRTHRIN,CIPERMETRINA,4.0,princípio ativo
JURADAM,TIRAM,4.0,princípio ativo
VIOLETA CRISTAL,FOLPETE,4.0,princípio ativo
METAMIDOFOS FERSOL 600,DECANOL,4.0,princípio ativo
DDETION,CETONA,4.0,grupo químico
PRIORI EXTRA,AMITRAZ,4.0,princípio ativo
GRAMUCIL,BROMACILA,4.0,princípio ativo
VENENO PARA MATO,DECANOL,4.0,princípio ativo
ESTER DE OLEO VEGETAL,FOSETIL,4.0,princípio ativo
ETHPHON,ETIPROLE,4.0,princípio ativo
PICLORAM2.4D,PICLORAM,4.0,princípio ativo
CUMATG TRANIZ,ACEFATO,4.0,princípio ativo
HEMIFUMARATO DE QUETIAPINA,BUTRALINA,4.0,princípio ativo
ALDICARD 150,ALANICARBE,4.0,princípio ativo
ALDICARVE(CHUMBINHO LIQUIDO),LINUROM,4.0,princípio ativo
DELTOMETHREN PYRETHOVID,DELTAMETRINA,4.0,princípio ativo
INIBIDOR DA ACEBE,ACEFATO,4.0,princípio ativo
GRANOXINE,GRANDLURE,4.0,princípio ativo
CARFENTRAZONE GRAMOX,ETANOL,4.0,princípio ativo
ROUND UP,DODINA,4.0,princípio ativo
INIBIDOR DE ACELTILCOLINESTERASE,ANILIDA,4.0,grupo químico
HEPTACLORO,ACETOCLORO,4.0,princípio ativo
AGRITOATO,DIMETOATO,4.0,princípio ativo
HIDROXIDO DE COBRE,CUELURE,4.0,princípio ativo
PLANTACAO DE LARANJA,CAPTANA,4.0,princípio ativo
COBRE,CUELURE,4.0,princípio ativo
NONIFENOL ETOXILADO,ETOXAZOL,4.0,princípio ativo
DETOMIDINA 1%,DODINA,4.0,princípio ativo
COLTRIN,AMETRINA,4.0,princípio ativo
ESTER MITILICO DE OLEO DE SOJA,ETEFOM,4.0,princípio ativo
RANDAP,CARTAPE,4.0,princípio ativo
TULSO,ASULAM,4.0,princípio ativo
CRUZATE,CARTAPE,4.0,princípio ativo
INIBIDOR DA ACETILCOLINASTERASE,ANILIDA,4.0,grupo químico
MISTURA DE FUNGICIDA SITEMICA,AMITRAZ,4.0,princípio ativo
ALFACIANO 3FENOCIBENZIL 2.2DIMETIL3. (DICLOROVINIL) CICLOMON,ALACLORO,4.0,princípio ativo
COPTRACK,CAPTANA,4.0,princípio ativo
"CITRONELOL 1,0G",CETOENOL,4.0,grupo químico
"80 ML,200GR E 500ML",MSMA,4.0,princípio ativo
TRUPE,CARTAPE,4.0,princípio ativo
INCETIC. CARRAPATICIDA,CINETINA,4.0,princípio ativo
LI NARRO BLOON,DIUROM,4.0,princípio ativo
SECAMATO R,ACEFATO,4.0,princípio ativo
CANNABIS,CARBARIL,4.0,princípio ativo
MATA O BROTO DO FUMO,BORAX,4.0,princípio ativo
WARFARINA,ATRAZINA,4.0,princípio ativo
VENENO DE LAVOURA,DECANOL,4.0,princípio ativo
MANGANESE ETHYLENERIS,MANCOZEBE,4.0,princípio ativo
ALBATROZ,AMITRAZ,4.0,princípio ativo
GLYPHOSATE,GLIFOSATO,4.0,princípio ativo
DIMETHIL PHOSPHORAMIDOTHIOSATE,DIMETOATO,4.0,princípio ativo
FUNGICIDA / INSETICIDA,ANILIDA,4.0,grupo químico
COTRINE,AMETRINA,4.0,princípio ativo
INSETOS,FOSETIL,4.0,princípio ativo
"2,2 CICLOROVINIL",CIPRODINIL,4.0,princípio ativo
PROTOZOARO CILIADO,ANILIDA,4.0,grupo químico
CHLORO-PYRPYLMETHYL-NITROIMIDAZOLIDIN YLIDENEAMINE,ALACLORO,4.0,princípio ativo
NI,MSMA,4.0,princípio ativo
DOIS QUATRO D,DIQUATE,4.0,princípio ativo
EVIDENSIO,ETILENO,4.0,grupo químico
EMULSAO DE SILICONE,ASULAM,4.0,princípio ativo
XIACETICO,ACETATO,4.0,grupo químico
TAMATO,ACEFATO,4.0,princípio ativo
PRIME PLUS SLE,MSMA,4.0,princípio ativo
ORTENE,CARTAPE,4.0,princípio ativo
COLA PARA VENENO,DECANOL,4.0,princípio ativo
DITHNE,DODINA,4.0,princípio ativo
ALDICORB,ALANICARBE,4.0,princípio ativo
ALDECAEB,ALDEIDO,4.0,grupo químico
INIBIDOR NAO ESPECIFICO DE COLINISTERESE,ANILIDA,4.0,grupo químico
LANNATE DUPONT,CARTAPE,4.0,princípio ativo
CETRONOLOL,METCONAZOL,4.0,princípio ativo
HALOXIFOPE,HALOXIFOPE - P,4.0,princípio ativo
DIMETHIL BIPYRIDINIUM,DIMETOATO,4.0,princípio ativo
COMITI,DODINA,4.0,princípio ativo
AKB - KELTRIN,AMETRINA,4.0,princípio ativo
CANNET,TANINOS,4.0,princípio ativo
N- FOSFONAMETIL,FOSFONATO,4.0,grupo químico
GRAMOCIL,BROMACILA,4.0,princípio ativo
10,MSMA,4.0,princípio ativo
TREBON,ETEFOM,4.0,princípio ativo
MATA MATO,CARBAMATO,4.0,grupo químico
GLIFOSATO480G/L,GLIFOSATO,4.0,princípio ativo
PARA INSETOS,FOSETIL,4.0,princípio ativo
ADAPTAR,CAPTANA,4.0,princípio ativo
INIBIDOR DA ACETILCOLIFESTERASE,ANILIDA,4.0,grupo químico
ORAFIT,BORAX,4.0,princípio ativo
VENENO PARA RUBELOSA,DECANOL,4.0,princípio ativo
CELDICARB,TIODICARBE,4.0,princípio ativo
MILINIA,DODINA,4.0,princípio ativo
SULFOSATE,GLIFOSATO,4.0,princípio ativo
.BEBIDA ALCOOLICA_,FTALIDA,4.0,princípio ativo
ALDERCARB,ALANICARBE,4.0,princípio ativo
"1,1 DIMILHYL 4,,4 - BIPYRIDINIUM",BIPIRIDILIO,4.0,grupo químico
TRINTA CAPS,ATRAZINA,4.0,princípio ativo
VENENO DA CIGARRA,DECANOL,4.0,princípio ativo
ZINTRAC,AMITRAZ,4.0,princípio ativo
RANNATE BR,CARTAPE,4.0,princípio ativo
DIHYDRO - DIMETHYBENZOFURAN,DIUROM,4.0,princípio ativo
DIMETHYL,DIMETOATO,4.0,princípio ativo
TOPIRAMATO,TIOCARBAMATO,4.0,grupo químico
INIBIDOR DA ACETILCOLIGESTERASE,ANILIDA,4.0,grupo químico
"2,3 DIHYDRO 2,2",DIUROM,4.0,princípio ativo
DEFENSIVO AGRICOLA,URACILA,4.0,grupo químico
MAO BRANCA,ETANOL,4.0,princípio ativo
FLUMYZIN 500,FLUAZINAM,4.0,princípio ativo
"DIMETHYE,BIPURIDIUM DICHORIDO",DICLORANA,4.0,princípio ativo
VENENO AGRICOLA,DECANOL,4.0,princípio ativo
GLIBENCLAMIDA,FLUBENDIAMIDA,4.0,princípio ativo
MISTURA DE PRODUTOS,AMITRAZ,4.0,princípio ativo
INIBIDOR,ANILIDA,4.0,grupo químico
THIODAN,TIRAM,4.0,princípio ativo
BENZOATE,ENXOFRE,4.0,princípio ativo
NALAFLUOR,ALACLORO,4.0,princípio ativo
ALDECARB,ALANICARBE,4.0,princípio ativo
TABAGISMO/ALCOOL,ALACLORO,4.0,princípio ativo
DIAZEPAN 10MG,DIAZINONA,4.0,princípio ativo
ALDICARBAMATO,CARBAMATO,4.0,grupo químico
DDVP,DODINA,4.0,princípio ativo
INIBIDOR DA COLINESTERASE INDETERMINADO,ANILIDA,4.0,grupo químico
1'- DIMETHUL-4,DIMETOATO,4.0,princípio ativo
NAFTA DE PETROLIO,CARTAPE,4.0,princípio ativo
FURADAM,TIRAM,4.0,princípio ativo
MILENIA TRAP,CINETINA,4.0,princípio ativo
VENENO DESCONHECIDO,DECANOL,4.0,princípio ativo
NALED,FTALIDA,4.0,princípio ativo
DE FOLHAS LARGAS,CARTAPE,4.0,princípio ativo
EXTRATO DE PIROLHESO,ACEFATO,4.0,princípio ativo
IOXYMIL OCTANATO,ACEFATO,4.0,princípio ativo
VENTACID,BENZAMIDA,4.0,grupo químico
HALDOL,ETANOL,4.0,princípio ativo
NAO LEMBRA,MSMA,4.0,princípio ativo
EQUITARA,QUINONA,4.0,grupo químico
LORSBAN 480BR,BORAX,4.0,princípio ativo
TEMIK,ETEFOM,4.0,princípio ativo
RINER,LINUROM,4.0,princípio ativo
BORTROC,BORAX,4.0,princípio ativo
CICLOSOL,DICLOSULAM,4.0,princípio ativo
INIBIDOR DA ACETILINESTERASICO,ANILIDA,4.0,grupo químico
ARYSTA LIFESCIENCE,MSMA,4.0,princípio ativo
FERTILIZANTE PARA BANANAL,BENALAXIL,4.0,princípio ativo
NIMBUS,IPBC,4.0,princípio ativo
NAO SOUBE INFORMAR QUANTIDADE,BORAX,4.0,princípio ativo
CHUMBINHO + ALCOOL,ALACLORO,4.0,princípio ativo
PRIMATOP,TRIAZOL,4.0,grupo químico
20,MSMA,4.0,princípio ativo
QUETIAPINA,BUTRALINA,4.0,princípio ativo
NIMBOX,DIUROM,4.0,princípio ativo
GORLON,BORAX,4.0,princípio ativo
GRUPO QUIMICO,DIUROM,4.0,princípio ativo
AMONIO,FOXIM,4.0,princípio ativo
PROTETOR GASTRICO,PROPOXUR,4.0,princípio ativo
SPURION,DIUROM,4.0,princípio ativo
ORNAGOFOSFODO,ORGANOFOSFORADO,4.0,grupo químico
INALOU,ETANOL,4.0,princípio ativo
ESFUNLIBERATO,ESFENVALERATO,4.0,princípio ativo
AGROTOXICO (HERBECIDA),CARBIMIDA,4.0,grupo químico
PYRIDYL PHOSPHOROTHIOATE,PIRAZOL,4.0,grupo químico
METAMIDOFOS,FENAMIFOS,4.0,princípio ativo
PHOSPHONOMETHYL GLICINE,AVIGLICINA,4.0,princípio ativo
UPL FAMOSO,AMIDA,4.0,grupo químico
BROKER,BORAX,4.0,princípio ativo
AZUDRIN,AMETRINA,4.0,princípio ativo
MIL-GATOS,ETANOL,4.0,princípio ativo
MARSHAL 200 SC,MSMA,4.0,princípio ativo
BAYFIDAN 60 GR,AMIDA,4.0,grupo químico
DEMARK,DECANOL,4.0,princípio ativo
ENGIOPLENO,ETILENO,4.0,grupo químico
MUSTANG 350,CAPTANA,4.0,princípio ativo
GRAO VERDE,METAM,4.0,princípio ativo
VENENO MATA MATO,DECANOL,4.0,princípio ativo
ART%,CARTAPE,4.0,princípio ativo
VEXTER,METAM,4.0,princípio ativo
SHADOW,ETANOL,4.0,princípio ativo
MATO PASTO,MSMA,4.0,princípio ativo
DIAZEPAM,TIAZOPIR,4.0,princípio ativo
FURADAN,FLURIDONA,4.0,princípio ativo
SIALEX 500,BIXAFEM,4.0,princípio ativo
DITHANI,DITIANONA,4.0,princípio ativo
OSMOTOX PLUS,FOSMETE,4.0,princípio ativo
BARRAGEM,CARTAPE,4.0,princípio ativo
VENENO PARA CEBOLINHA,CARBOXINA,4.0,princípio ativo
AGRUMAX,ASULAM,4.0,princípio ativo
CERCOBIN 700WP,CARBOXINA,4.0,princípio ativo
CHUMBINHO (TEMIK 150),ETEFOM,4.0,princípio ativo
CHUMBINHO + ALCOOL,ALACLORO,4.0,princípio ativo
RANDAPY,CARTAPE,4.0,princípio ativo
MATA MATO,CARBAMATO,4.0,grupo químico
CYPERNETINE,CIPERMETRINA,4.0,princípio ativo
UNEZEB GOLD,UREIA,4.0,grupo químico
DECIS 200,DECANOL,4.0,princípio ativo
GRAMOCIL,BROMACILA,4.0,princípio ativo
ROUNDUP PSAQC,MSMA,4.0,princípio ativo
AVELOS,ASULAM,4.0,princípio ativo
BENEMA CS 330,FENTINA,4.0,princípio ativo
HANDAPI,CARTAPE,4.0,princípio ativo
KRAFT 36 EC,TIRAM,4.0,princípio ativo
DOMARK,DODINA,4.0,princípio ativo
NIMBUS,IPBC,4.0,princípio ativo
ORTHENE 750BR,IPBC,4.0,princípio ativo
CONNECT (BAYER),BIXAFEM,4.0,princípio ativo
PLANTA,CAPTANA,4.0,princípio ativo
ROUNDU P S.AQC,MSMA,4.0,princípio ativo
ATRASIMEX 500 SC,ATRAZINA,4.0,princípio ativo
ANDROL,DIUROM,4.0,princípio ativo
KOMUS,MSMA,4.0,princípio ativo
DECIR,DECANOL,4.0,princípio ativo
AZODRIN,AMETRINA,4.0,princípio ativo
U46 PRIME,MSMA,4.0,princípio ativo
RANDAP 24D,CARTAPE,4.0,princípio ativo
PROVADO,PROPANIL,4.0,princípio ativo
GRAMOXONE 200MG,MSMA,4.0,princípio ativo
SELECTE,FOLPETE,4.0,princípio ativo
FURADAN 350FS,FLURIDONA,4.0,princípio ativo
FUSILAK,ASULAM,4.0,princípio ativo
DORFLEX,BORAX,4.0,princípio ativo
SANSAO,TANINOS,4.0,princípio ativo
FURADAM 350SC,TIRAM,4.0,princípio ativo
LANNATE,CARTAPE,4.0,princípio ativo
ORIUS FUNGICIDA,DODINA,4.0,princípio ativo
DISPARO,DIUROM,4.0,princípio ativo
ORIEN 80% WDQ,DODINA,4.0,princípio ativo
VENENO CONTRA LAGARTA,AMITRAZ,4.0,princípio ativo
SINERGE CE,LINUROM,4.0,princípio ativo
HEXARON WG,DECANOL,4.0,princípio ativo
BAZUCA,ASULAM,4.0,princípio ativo
EXTRAVON,ETANOL,4.0,princípio ativo
ADAPI,CARTAPE,4.0,princípio ativo
TALSTAR 100 CE,FTALIDA,4.0,princípio ativo
FURZDIM,SORDIDIM,4.0,princípio ativo
FERUS,METAM,4.0,princípio ativo
ALOTOX,BORAX,4.0,princípio ativo
ARMEO,MSMA,4.0,princípio ativo
MANZTE,MANCOZEBE,4.0,princípio ativo
PROVADO 200 SC,PROPANIL,4.0,princípio ativo
VENENO PARA SOJA,DECANOL,4.0,princípio ativo
RUGBY,IPBC,4.0,princípio ativo
GRAO VERDE FORMICIDA,METAM,4.0,princípio ativo
DELTAMAX,METAM,4.0,princípio ativo
BRAVONIL 500,FIPRONIL,4.0,princípio ativo
SEMPRA,MSMA,4.0,princípio ativo
BOL 70,BORAX,4.0,princípio ativo
DOMARK 100 CE,DODINA,4.0,princípio ativo
TIGUVON,DIUROM,4.0,princípio ativo
REGENT 20 G,CETONA,4.0,grupo químico
MADALDRIN 400PM,METAM,4.0,princípio ativo
TOMARON,CLOMAZONA,4.0,princípio ativo
KOTRINI,AMETRINA,4.0,princípio ativo
LORSBAN 10 G,BORAX,4.0,princípio ativo
RECOP,DECANOL,4.0,princípio ativo
TUCSON,QUINONA,4.0,grupo químico
ATABRON 50 CE,ETANOL,4.0,princípio ativo
XILOL,DIUROM,4.0,princípio ativo
FLUOXETINA,FLUMIOXAZINA,4.0,princípio ativo
FINALE,BIXAFEM,4.0,princípio ativo
RADAP/CAUTRIN,AMETRINA,4.0,princípio ativo
TITANIUM,TIRAM,4.0,princípio ativo
DECIS (PERITROIDE) 100ML,DECANOL,4.0,princípio ativo
KASIO-KAISO,MSMA,4.0,princípio ativo
AQUITADA,ANILIDA,4.0,grupo químico
PLAINAI,DODINA,4.0,princípio ativo
FAMOSO,AMIDA,4.0,grupo químico
RANDAPO,CARTAPE,4.0,princípio ativo
LAUNATE BR,CARTAPE,4.0,princípio ativo
