pa_ms,pa_anvisa_sim,dist_lev,tipo
CHUMBINHO - VENENO DE RATO,DECANOL,4.0,princípio ativo
AGRITUAR,AMITRAZ,4.0,princípio ativo
FUMO DESIS,DODINA,4.0,princípio ativo
IMPACTO SC 125,IPBC,4.0,princípio ativo
OMEPRAZOL,METANOL,4.0,princípio ativo
AGROTOXICO USO AGRICOLA,URACILA,4.0,grupo químico
FUNGICIDA NATIVO,TANINOS,4.0,princípio ativo
SAL DE ISOPROPILAMINA (RANDUP),GRANDLURE,4.0,princípio ativo
SE RECUSOU A INFORMAR,DECANOL,4.0,princípio ativo
24DD,"2,4 - D",4.0,princípio ativo
"NEGOVAN,AGUA SANITARIA",LAMINARINA,4.0,princípio ativo
PERFLAN,MERFOS,4.0,princípio ativo
KANATI,FORATO,4.0,princípio ativo
VERTIMEC,PRIME,4.0,princípio ativo
VENENO MOSQUICIDA,DECANOL,4.0,princípio ativo
REGENTE (PO) INCETICIDAS PARA FORMIGAS,FOSFINA,4.0,princípio ativo
SILVERADO PADRAO,TIRAM,4.0,princípio ativo
CHUMBINHO- INEPLA,CINETINA,4.0,princípio ativo
LANORT,ALACLORO,4.0,princípio ativo
ROUNDUP / MATA MATO,CARBAMATO,4.0,grupo químico
DIAGRENON 600 CE,DIAZINONA,4.0,princípio ativo
COUTRIN,AMETRINA,4.0,princípio ativo
"1,1 DIMILHYL 4,,4 - BIPYRIDINIUM",BIPIRIDILIO,4.0,grupo químico
CERCOBIM DIMERSION,CLETODIM,4.0,princípio ativo
INCETICIDA DE USO AGRICOLA,URACILA,4.0,grupo químico
FORMICIDA GRANULADO(MATA INSETO,FOSMETE,4.0,princípio ativo
CLOPAN,CLOMAZONA,4.0,princípio ativo
MINOXIDIL,CIMOXANIL,4.0,princípio ativo
1 COPO DE RANDUP,GRANDLURE,4.0,princípio ativo
VENENO FORMICIDA,DECANOL,4.0,princípio ativo
BELT R,METAM,4.0,princípio ativo
KARPAN,CARTAPE,4.0,princípio ativo
WAMAUTE - BP,PARAQUATE,4.0,princípio ativo
ABACUS -HC,MACEX,4.0,princípio ativo
OGANOFOSFATO,ORGANOFOSFORADO,4.0,grupo químico
VENENO FEIJAO,DECANOL,4.0,princípio ativo
SEMEREY,TEMEFOS,4.0,princípio ativo
SBP MULTI INSETICIDA,ASULAM,4.0,princípio ativo
FORNICIDA,FLONICAMIDA,4.0,princípio ativo
SULMIGRAN,SUMITRINA,4.0,princípio ativo
"NOMALT,DAMINER",DODINA,4.0,princípio ativo
IGEFEL,BIXAFEM,4.0,princípio ativo
KARATEZEON,PARATION,4.0,princípio ativo
SUMIGRAM,AMITRAZ,4.0,princípio ativo
NAO SABE QUAL VENENO,DECANOL,4.0,princípio ativo
ADUBO LIQUIDO,ASULAM,4.0,princípio ativo
FUNGISIDA,ANILIDA,4.0,grupo químico
CITOTEC,CETONA,4.0,grupo químico
FURADAN SC 350,FLURIDONA,4.0,princípio ativo
HORTEN,BORAX,4.0,princípio ativo
DMA 806.B,ZINEB,4.0,princípio ativo
"DIMETHYL 4,4,TIOFANATO",DIMETOATO,4.0,princípio ativo
DECIR,DECANOL,4.0,princípio ativo
TRABALHA DENTRO DO BARRACAO DE VENENO,DECANOL,4.0,princípio ativo
INIBIDOR DE ACETILCOLINESTERASE,ANILIDA,4.0,grupo químico
ELIMINACAO DE PRAGAS,PRIME,4.0,princípio ativo
PLANTACAO DE MELANCIA,METANOL,4.0,princípio ativo
FUNGICIDA EM PO,ANILIDA,4.0,grupo químico
240,MSMA,4.0,princípio ativo
JAGUAR,ASULAM,4.0,princípio ativo
NAO LEMBRA O NOME,MSMA,4.0,princípio ativo
ARTABNON 50 CE,ETANOL,4.0,princípio ativo
RANDAP 24D CUMBI,CARTAPE,4.0,princípio ativo
SECURBIN,ENDRIN,4.0,princípio ativo
ARMINOL,DECANOL,4.0,princípio ativo
ROCEND UP,DODINA,4.0,princípio ativo
POUR-ON,DIUROM,4.0,princípio ativo
POLIBRIN,ALDRIN,4.0,princípio ativo
HEXCHLORO - TRINORBORN,ALACLORO,4.0,princípio ativo
NAO DECLARADO,DICLORANA,4.0,princípio ativo
FUARADAN,FTALIDA,4.0,princípio ativo
MASORTIL COBRE,CUELURE,4.0,princípio ativo
ORTHNE,CARTAPE,4.0,princípio ativo
INSETICIDA FOLIDOL,FOSETIL,4.0,princípio ativo
PASTAGEM,CARTAPE,4.0,princípio ativo
GRANULO ROSA,ETANOL,4.0,princípio ativo
KLORPAM 480EC,PICLORAM,4.0,princípio ativo
FORMICIDA/ SHEL,MSMA,4.0,princípio ativo
APAMUCIL+PCIMIPLAS,OXAMIL,4.0,princípio ativo
TILHAPE SASSAL,ASULAM,4.0,princípio ativo
BANDAP,CARTAPE,4.0,princípio ativo
SODA CAUSTICA,CAPTANA,4.0,princípio ativo
"DIMETHYL,BIPYRIDIUM",DIMETOATO,4.0,princípio ativo
VENENO POLI SUL,DECANOL,4.0,princípio ativo
RONDAPP,LINDANO,4.0,princípio ativo
TAYSTRA,AMITRAZ,4.0,princípio ativo
ALDICARBAMATO,CARBAMATO,4.0,grupo químico
"COLHENDO FUMO,NAO SOUBE INFORMAR.",BORAX,4.0,princípio ativo
SEM DADOS DO AGENTE.,DECANOL,4.0,princípio ativo
DITIOCARBONATO,HIDROCARBONETO,4.0,grupo químico
RANDAP D,CARTAPE,4.0,princípio ativo
RADAP (MATA-TUDO),CARTAPE,4.0,princípio ativo
ARTABRON,PARATION,4.0,princípio ativo
GLITIS,ALDRIN,4.0,princípio ativo
TARDON,ETANOL,4.0,princípio ativo
GRAMEXONE,PROMETON,4.0,princípio ativo
GLIMAX,MSMA,4.0,princípio ativo
CIDEQUETRIN,CIPERMETRINA,4.0,princípio ativo
DIRECT,DIUROM,4.0,princípio ativo
ESFUNLIBERATO,ESFENVALERATO,4.0,princípio ativo
QUATRO D,DIQUATE,4.0,princípio ativo
ROUNDAP (1 COPO),MCPA,4.0,princípio ativo
RAN DP,MANEBE,4.0,princípio ativo
"FURADAN,IMPACTO,MOL",FLURIDONA,4.0,princípio ativo
TABACO,TIRAM,4.0,princípio ativo
OROBOR,PROPOXUR,4.0,princípio ativo
MISTURA DE FUNGICIDA SITEMICA,AMITRAZ,4.0,princípio ativo
LORSBAN 10 G,BORAX,4.0,princípio ativo
DANADO,DECANOL,4.0,princípio ativo
SORFENOL,CETOENOL,4.0,grupo químico
SEMENTES EM DECOMPOSICAO,TEMEFOS,4.0,princípio ativo
CLORIDRATO MONOIDRATADO DE CIPROFLOXACINO,PIRIDATO,4.0,princípio ativo
PARADOSE,PARAQUATE,4.0,princípio ativo
VANDAPI,CARTAPE,4.0,princípio ativo
CARRPATICIDA (COLOSSO FC30),MCPA,4.0,princípio ativo
EDONEX,ETANOL,4.0,princípio ativo
ROUNDUP -ADAPAR,ASULAM,4.0,princípio ativo
NAO SOUBE INFORMAR,BORAX,4.0,princípio ativo
SAURUS,DIUROM,4.0,princípio ativo
FUNGICIDA /BACTERICIDA,ANILIDA,4.0,grupo químico
RALZER,MACEX,4.0,princípio ativo
CAMARAO,AMITRAZ,4.0,princípio ativo
RANDOPE,CARTAPE,4.0,princípio ativo
GEWOXI,METOMIL,4.0,princípio ativo
ESCARE,ENXOFRE,4.0,princípio ativo
MARSHAL 400,MSMA,4.0,princípio ativo
IMPACTO E FURADAN,FLURIDONA,4.0,princípio ativo
JAGUAN 46,ASULAM,4.0,princípio ativo
MALATHIM,IMAZAQUIM,4.0,princípio ativo
OBNY,DODINA,4.0,princípio ativo
ROUND UPP,DODINA,4.0,princípio ativo
COLOSSO POEURON - OUROFINO,DIUROM,4.0,princípio ativo
TRINKA,ATRAZINA,4.0,princípio ativo
GEL PREMIUM,PRIME,4.0,princípio ativo
RANDAP (ROUNDUP),CARTAPE,4.0,princípio ativo
LOSLAN,ASULAM,4.0,princípio ativo
GRANARY,GRANDLURE,4.0,princípio ativo
TUX,METAM,4.0,princípio ativo
KOCIDE WDG,DODINA,4.0,princípio ativo
TUSILADE 250 EN FLEX,BUTILATO,4.0,princípio ativo
VENENO PARA COCO,DECANOL,4.0,princípio ativo
AGENTE COLINERGICO,ACEFATO,4.0,princípio ativo
SUPRATHION,PARATION,4.0,princípio ativo
VENENO RADAP,CARTAPE,4.0,princípio ativo
NEOSINI,DODINA,4.0,princípio ativo
BRAVONIL 720,FIPRONIL,4.0,princípio ativo
NAFTA DE PETROLIO,CARTAPE,4.0,princípio ativo
OLEO DIESEL,DIUROM,4.0,princípio ativo
VENENO 446BR,DECANOL,4.0,princípio ativo
GRAMOXONE 200MG,MSMA,4.0,princípio ativo
OUTRO AGROTOXICO,DIUROM,4.0,princípio ativo
RANDUP E VERDADERO,GRANDLURE,4.0,princípio ativo
PLATINUN,PARATION,4.0,princípio ativo
DDVP,DODINA,4.0,princípio ativo
K-OTINE (INSETICIDA),DODINA,4.0,princípio ativo
NEOSUFAM,ASULAM,4.0,princípio ativo
ORGANOFOSFENACLO,ORGANOFOSFORADO,4.0,grupo químico
RUBRICA,UREIA,4.0,grupo químico
NUFLAN,ASULAM,4.0,princípio ativo
ROUNDUP READY,METAM,4.0,princípio ativo
LORSPAN,BORAX,4.0,princípio ativo
ACACIKE,URACILA,4.0,grupo químico
INSTICIDA,ANILIDA,4.0,grupo químico
NOMOLT 150,FYOMONE,4.0,princípio ativo
FURADAM 350,TIRAM,4.0,princípio ativo
OLIMETIL,FOSETIL,4.0,princípio ativo
HORTINE,CARTAPE,4.0,princípio ativo
DSSIS,DODINA,4.0,princípio ativo
SAL DE DIAMONIO DE N,FIPRONIL,4.0,princípio ativo
MARCHIO ESTART,ETANOL,4.0,princípio ativo
1 COPO VENENO CURYON,DECANOL,4.0,princípio ativo
RONDONP,DODINA,4.0,princípio ativo
AMINOACIDO,DAMINOZIDA,4.0,princípio ativo
RICIOTRIS 2MG,ESBIOTRIM,4.0,princípio ativo
FOLESULP,FOSETIL,4.0,princípio ativo
TORPED,FOLPETE,4.0,princípio ativo
GRAMOXNE,FYOMONE,4.0,princípio ativo
SOLARA 500 NA,ASULAM,4.0,princípio ativo
DESINFETANTE AGRICOLA,URACILA,4.0,grupo químico
VENENO ESCORPIAO,DECANOL,4.0,princípio ativo
VOLDOL,ETANOL,4.0,princípio ativo
RAUND-UP,MACEX,4.0,princípio ativo
NPK QUIMIFOL,QUINALFOS,4.0,princípio ativo
ROUNDUP - RANDAP,CARTAPE,4.0,princípio ativo
GRAMOXANA,FAMOXADONA,4.0,princípio ativo
GRANAXOU,GERANIOL,4.0,princípio ativo
HENDUZ,ENDRIN,4.0,princípio ativo
SECTRIM,METAM,4.0,princípio ativo
PLANTA NAO DETERMINADA,CAPTANA,4.0,princípio ativo
GRIMECTIN,ABAMECTINA,4.0,princípio ativo
FLUOXETINA E CARBOLITIO,CARBOXINA,4.0,princípio ativo
INTOXICACAO POR VENENO,DECANOL,4.0,princípio ativo
CLAIMORON,ALACLORO,4.0,princípio ativo
GLYMAX,MSMA,4.0,princípio ativo
SPHERE MAX,MANEBE,4.0,princípio ativo
PRIMEOLUS,TRIMEDLURE,4.0,princípio ativo
ORGANPFOSRATO,ORGANOFOSFORADO,4.0,grupo químico
TRINCA CAPS,ATRAZINA,4.0,princípio ativo
VENENO PARA CUPINS,CAPTANA,4.0,princípio ativo
ARAD 700MG,MSMA,4.0,princípio ativo
MEDELTINA,CINETINA,4.0,princípio ativo
PRIMOLHO,PRIME,4.0,princípio ativo
VENENO PARA CULTIVO DE TOMATES,DECANOL,4.0,princípio ativo
ARTYZ,AMITRAZ,4.0,princípio ativo
VENENO DE PULVERIZACAO,DECANOL,4.0,princípio ativo
ALTEZA 30,CAPTANA,4.0,princípio ativo
NOMOLT,FYOMONE,4.0,princípio ativo
TERMIFIN,TERBUFOS,4.0,princípio ativo
INIBIDOR DE COLINESTERESE,ANILIDA,4.0,grupo químico
ALFA CIPERTIMINA,CIPERMETRINA,4.0,princípio ativo
THOMARON,CLOMAZONA,4.0,princípio ativo
CHLORO-PYRPYLMETHYL-NITROIMIDAZOLIDIN YLIDENEAMINE,ALACLORO,4.0,princípio ativo
ALLY,ASULAM,4.0,princípio ativo
PROVENCI,PROPANIL,4.0,princípio ativo
NONILFENOXI POLI,BIFENOXI,4.0,princípio ativo
NUFORM KLORPAN 480 EC,DIUROM,4.0,princípio ativo
KANAKIORA,MALATIONA,4.0,princípio ativo
KLORPAN 480EC,BORAX,4.0,princípio ativo
"QUEROSENE,ALCOOL",ALACLORO,4.0,princípio ativo
DECIS 25 EC           RANDAP,CARTAPE,4.0,princípio ativo
NAO RELATOU O NOME DO VENENO,ACEFATO,4.0,princípio ativo
VENENO PARA VASSOURA,DECANOL,4.0,princípio ativo
FORMINOX,FOSFINA,4.0,princípio ativo
GOLFO,ETEFOM,4.0,princípio ativo
AGRITRATO,AMITRAZ,4.0,princípio ativo
DANNATI,DIQUATE,4.0,princípio ativo
F%,MSMA,4.0,princípio ativo
VENENO PARA CUPIN GICO PIN,CAPTANA,4.0,princípio ativo
LOZARTANA,CAPTANA,4.0,princípio ativo
"SENCOR ,ALCOSAR",ENXOFRE,4.0,princípio ativo
ASSIST ADJUVANTE,ASULAM,4.0,princípio ativo
EXPOCONAZIL,CIPROCONAZOL,4.0,princípio ativo
KRINFOSADO,GLIFOSATO,4.0,princípio ativo
RANDP,ETANOL,4.0,princípio ativo
FULIAR,ASULAM,4.0,princípio ativo
INSETICIDA/FUNGICIDA,ANILIDA,4.0,grupo químico
COBRE SANDOZ BR,CUELURE,4.0,princípio ativo
FOLISUP,FOLPETE,4.0,princípio ativo
AMPLO(BASF),MSMA,4.0,princípio ativo
PURADAM,PIRIDABEM,4.0,princípio ativo
TALSTAR E BAZUKA,ASULAM,4.0,princípio ativo
NAO SOUBE  FALAR O NOME,ASULAM,4.0,princípio ativo
EQUITARA,QUINONA,4.0,grupo químico
TALSTOR,TANINOS,4.0,princípio ativo
DINAMICO,CIANAMIDA,4.0,princípio ativo
ACROBATE,ACEFATO,4.0,princípio ativo
BAZUKA R,ASULAM,4.0,princípio ativo
TIOFOSFATO,GLIFOSATO,4.0,princípio ativo
LANNATE / ORTHENE,CARTAPE,4.0,princípio ativo
NAO TROUXE,PRIME,4.0,princípio ativo
GAVW,MSMA,4.0,princípio ativo
DENIS,DECANOL,4.0,princípio ativo
DIMETHYL 4.4,DIMETOATO,4.0,princípio ativo
MUSTANG 35 EC,CAPTANA,4.0,princípio ativo
DIPOSAKI,DINOCAPE,4.0,princípio ativo
CLONAZEPAM E ALPRAZOLAM,CLOMAZONA,4.0,princípio ativo
TOLD,ETANOL,4.0,princípio ativo
CERCOBIN 700WP,CARBOXINA,4.0,princípio ativo
TONDOM,DIUROM,4.0,princípio ativo
KAIZO,TANINOS,4.0,princípio ativo
MATE MATO,ACEFATO,4.0,princípio ativo
TALSTAR 100 CE,FTALIDA,4.0,princípio ativo
HEBADOC,DECANOL,4.0,princípio ativo
VENENO FUMO,DECANOL,4.0,princípio ativo
EVIDENSE,ETILENO,4.0,grupo químico
DASH,MSMA,4.0,princípio ativo
NEONICOTINEO,NEONICOTINOIDE,4.0,grupo químico
INIBIDOR ACETILCOLISTERASE,ANILIDA,4.0,grupo químico
"TORCLAN,(MATA TUDO)",DIUROM,4.0,princípio ativo
FULADAN,FTALIDA,4.0,princípio ativo
LANATOL,DECANOL,4.0,princípio ativo
K. OTHRINE 5 C25,ALDRIN,4.0,princípio ativo
CORPLAM,ASULAM,4.0,princípio ativo
1 COPO RANDUP,GRANDLURE,4.0,princípio ativo
PROVENCIA,PROPANIL,4.0,princípio ativo
INIBIDOR DA ACHE,ANILIDA,4.0,grupo químico
GRAO VERDE,METAM,4.0,princípio ativo
TRIOMAX,TIRAM,4.0,princípio ativo
UNISIP GORD,ENDRIN,4.0,princípio ativo
FULADAN 350 SC,FTALIDA,4.0,princípio ativo
TUCSON - NUFARM,ASULAM,4.0,princípio ativo
FIXADOR DE FERTILIZANTE,BIXAFEM,4.0,princípio ativo
DECIS R 25 CE,DECANOL,4.0,princípio ativo
DECIS,DECANOL,4.0,princípio ativo
LITIO,DIUROM,4.0,princípio ativo
RAUMDAP,AMIDA,4.0,grupo químico
SUMILEX+PHYTOGARD+GLIFOSATOATANOR48+CERCOBIN,CARBOXINA,4.0,princípio ativo
CLONAZEPAM 2 MG (04 COMPRIMIDOS),CLOMAZONA,4.0,princípio ativo
DANIMEN,DAZOMETE,4.0,princípio ativo
TRIGARD,TIRAM,4.0,princípio ativo
TORDON - VENENO DE PLANTA,CAPTANA,4.0,princípio ativo
CLORPROMAZINA 25MG,CIROMAZINA,4.0,princípio ativo
KAZUMIN,ALDRIN,4.0,princípio ativo
STRAIKE,ATRAZINA,4.0,princípio ativo
BARRAGEM CARRAPATICIDA,CARTAPE,4.0,princípio ativo
ASARRAZO-CITRONELA,AMITRAZ,4.0,princípio ativo
MILENIA TRAP,CINETINA,4.0,princípio ativo
RONDAPI,LINDANO,4.0,princípio ativo
HD,MSMA,4.0,princípio ativo
PARADAX,PARAQUATE,4.0,princípio ativo
CHUMBINHO / SUSPEITA,UREIA,4.0,grupo químico
SEMENTES,TEMEFOS,4.0,princípio ativo
PLANADOR+DISPARO+ALLY,DIUROM,4.0,princípio ativo
SAL DE DI-AMONIO DE N-(PHOSPHONOMETHYL)GLYCINE,ALDEIDO,4.0,grupo químico
TTO DE SEMENTES,TEMEFOS,4.0,princípio ativo
TALSITAN,FTALIDA,4.0,princípio ativo
INSETICIDA OCORICIDA MEMATICIDA,CARBIMIDA,4.0,grupo químico
EVIDENCE 700 WG,ETILENO,4.0,grupo químico
FOLIDOL 600,FOSETIL,4.0,princípio ativo
"(N-(FOSFONOMETIL) GLICINA,C3H8NO5P)",MSMA,4.0,princípio ativo
EVIDENCE 700 W6,ETILENO,4.0,grupo químico
CYPTRIM 250,CLETODIM,4.0,princípio ativo
RANDAP - ALCOOL,ALACLORO,4.0,princípio ativo
CLORPROMAZINA 100G,CIROMAZINA,4.0,princípio ativo
PROVADO-200 S.C,PROPANIL,4.0,princípio ativo
LOSBAN 480  BR,FOSFINA,4.0,princípio ativo
FUSILOD,FOSALONA,4.0,princípio ativo
EMULSAO DE SILICONE,ASULAM,4.0,princípio ativo
34D,MSMA,4.0,princípio ativo
D.N.A,DODINA,4.0,princípio ativo
LANATAN,CAPTANA,4.0,princípio ativo
FURADAN 350 AC,FLURIDONA,4.0,princípio ativo
MERISTO,METIRAM,4.0,princípio ativo
FASTAC,ASULAM,4.0,princípio ativo
VENENO PARA PLANTA,CAPTANA,4.0,princípio ativo
LUVOX 40COP,DIUROM,4.0,princípio ativo
SUBTRON,SUMITRINA,4.0,princípio ativo
TEGENT,TEMEFOS,4.0,princípio ativo
CORIUN,DODINA,4.0,princípio ativo
INIBIDOR DE ACETILADINESTEROSE,ANILIDA,4.0,grupo químico
GLYPHOSATE ISOPROPILAMINA,GLIFOSATO,4.0,princípio ativo
DEMETIL3,FOSETIL,4.0,princípio ativo
CUNO,DECANOL,4.0,princípio ativo
NEVEROL,DECANOL,4.0,princípio ativo
VENENO PRA MATO,DECANOL,4.0,princípio ativo
REDUTAN-NPK SILLIH,METAM,4.0,princípio ativo
VENENO PRA LAGARTA,DECANOL,4.0,princípio ativo
RANDPP OU SITIS,FOSETIL,4.0,princípio ativo
BRUMETALIN,FLUMETRALINA,4.0,princípio ativo
VENENO PARA SEMENTE DE MILHO,DECANOL,4.0,princípio ativo
SUPRACID 400 CE,URACILA,4.0,grupo químico
TALFON,ETANOL,4.0,princípio ativo
GRAO VERDE  FORMICIDA,METAM,4.0,princípio ativo
ALCOOL DESTILADO,ALACLORO,4.0,princípio ativo
AGROTOXICO LIQUIDO,DIQUATE,4.0,princípio ativo
DEXOSON,DECANOL,4.0,princípio ativo
KOCIDE ( LINGUA VERDE),DODINA,4.0,princípio ativo
OSTARIOL,FENARIMOL,4.0,princípio ativo
VENEDO PARA INSETO,FOSMETE,4.0,princípio ativo
EDOSUFAN,ENDOSSULFAM,4.0,princípio ativo
IFERMAX,BORAX,4.0,princípio ativo
ADUBO AGRICOLA,ASULAM,4.0,princípio ativo
GARRA 450 WP,CARTAPE,4.0,princípio ativo
"TEMPRID SC 365,4",TEMEFOS,4.0,princípio ativo
MATA PLANTA,CAPTANA,4.0,princípio ativo
CERVEJA,CETONA,4.0,grupo químico
APEVITIM BC,ALOXIDIM,4.0,princípio ativo
VENENO DE OLHO DE FUMO,DECANOL,4.0,princípio ativo
LANNATE R,CARTAPE,4.0,princípio ativo
RAUNDAPE,CARTAPE,4.0,princípio ativo
DIMETHYL,DIMETOATO,4.0,princípio ativo
RAMDOP,AMIDA,4.0,grupo químico
( NAO SOUBE INFORMAR ),BORAX,4.0,princípio ativo
TRANQULIZANTE PRA CAVALO,ACEFATO,4.0,princípio ativo
VENENO PARA PULVERIZAR,DECANOL,4.0,princípio ativo
U 46,MSMA,4.0,princípio ativo
RONDAPI DNA,LINDANO,4.0,princípio ativo
FAS.TAC,ASULAM,4.0,princípio ativo
VENENO LAVOURA,DECANOL,4.0,princípio ativo
AGUAPY,ASULAM,4.0,princípio ativo
CORPLAN,CAPTANA,4.0,princípio ativo
BENZIMEDAZOLICO,BENZIMIDAZOL,4.0,grupo químico
TOLDO,FTALIDA,4.0,princípio ativo
FURAZIM 310 FS,ATRAZINA,4.0,princípio ativo
HANDAPI,CARTAPE,4.0,princípio ativo
PARA COLOCAR NO TOMATEIRO,CETONA,4.0,grupo químico
VENENO DE BARATAS,CARTAPE,4.0,princípio ativo
PHOSPHONOMETHYL GLICINE,AVIGLICINA,4.0,princípio ativo
CERCOBIN 500 SC,CARBOXINA,4.0,princípio ativo
PROJIB,FIPRONIL,4.0,princípio ativo
TAMARAO,AMITRAZ,4.0,princípio ativo
SANSON 40 SC,ETANOL,4.0,princípio ativo
ACTELLIC 500EC,IPBC,4.0,princípio ativo
WART,CARTAPE,4.0,princípio ativo
"SHEIKI,TUITI,NT 700 E 24D.",TIRAM,4.0,princípio ativo
BRUTOX,DIUROM,4.0,princípio ativo
KLORPAN,BORAX,4.0,princípio ativo
DIAZEPAM  -  T42.4,TIRAM,4.0,princípio ativo
TORDON VENENO,DECANOL,4.0,princípio ativo
FLUX,MSMA,4.0,princípio ativo
TEMIKE,TEMEFOS,4.0,princípio ativo
NOME NAO INFORMADO,FORATO,4.0,princípio ativo
VENENO PARA BAMBU,DECANOL,4.0,princípio ativo
ENGEU,ENDRIN,4.0,princípio ativo
BETUSMO,METAM,4.0,princípio ativo
MORTEIN,MORFOLINA,4.0,grupo químico
VENEDO DE ALGODAO,ETEFOM,4.0,princípio ativo
NAO SABE REFERIR,ENDRIN,4.0,princípio ativo
RANDAP + CAL,CARTAPE,4.0,princípio ativo
HAMODOF,AMIDA,4.0,grupo químico
"METRIMEX,PROVENDE E VULCANE.",AMETRINA,4.0,princípio ativo
DONIMEN,DODINA,4.0,princípio ativo
CARRAPATICIDA (NAO SOUBER RELATAR O NOME),FOSMETE,4.0,princípio ativo
TRIETALONAMINA,TRIAZINAMINA,4.0,grupo químico
ALCOOL  F10.0,ALACLORO,4.0,princípio ativo
ATEROIDE,PIRETROIDE,4.0,grupo químico
ALTEZA 30 SL,CAPTANA,4.0,princípio ativo
VENENO PLANTACAO DE SOJA,DECANOL,4.0,princípio ativo
VEZIN,DODINA,4.0,princípio ativo
NAO CONSTA,CINETINA,4.0,princípio ativo
MATA MATO (RANDAP),CARTAPE,4.0,princípio ativo
VENENO DE LARGATA,CARTAPE,4.0,princípio ativo
DEVETION,FENOTIOL,4.0,princípio ativo
KELLDREN,ALDRIN,4.0,princípio ativo
DECIS 25GC,DECANOL,4.0,princípio ativo
INSETICIDA PARA PULGAS,ASULAM,4.0,princípio ativo
DEFENSIVO AGRICOLA,URACILA,4.0,grupo químico
FENO,DECANOL,4.0,princípio ativo
VITAMAX,DICAMBA,4.0,princípio ativo
INIBIDOR DA ACETILCOLASTERASE,ANILIDA,4.0,grupo químico
VELPAR,METAM,4.0,princípio ativo
VENENO PRA INCOS,DECANOL,4.0,princípio ativo
LOSBON,FOSFINA,4.0,princípio ativo
ACQUAMAX POWER +,BORAX,4.0,princípio ativo
R OTHINE SC25,DODINA,4.0,princípio ativo
FORMISIDA,FORMOTIOM,4.0,princípio ativo
INOCULOUTE E GRAFITE,GERANIOL,4.0,princípio ativo
DAMARK 100 EC,MSMA,4.0,princípio ativo
CURATANI,CARTAPE,4.0,princípio ativo
0RGANOFO,TRIAZOFOS,4.0,princípio ativo
RUNDAP 2.4:D,"2,4 - D",4.0,princípio ativo
FLUMAZYN,CLOMAZONA,4.0,princípio ativo
VOLCANO E MILANIA,DECANOL,4.0,princípio ativo
RADILON,TANINOS,4.0,princípio ativo
VENENO DE COQUEIRO,DECANOL,4.0,princípio ativo
RONDAC,BORAX,4.0,princípio ativo
FLURAMIN,FLUAZINAM,4.0,princípio ativo
FURADAN / REGENT,FLURIDONA,4.0,princípio ativo
BASF AGNOSS,TANINOS,4.0,princípio ativo
ASSIST,ASULAM,4.0,princípio ativo
JORDOR,BORAX,4.0,princípio ativo
CREMESONI,PROMETON,4.0,princípio ativo
INSETICIDA PARA LARGATA,CARTAPE,4.0,princípio ativo
COMPRIMIDO DE FEIJAO,FENTINA,4.0,princípio ativo
PUVERISADOR DE LAGARTO,FORATO,4.0,princípio ativo
CLIMAX - REMEDIO DE LOMBO,MSMA,4.0,princípio ativo
MAGESTY,MANEBE,4.0,princípio ativo
TUCRON,DIUROM,4.0,princípio ativo
PARACETANOL 750 MG,PIRIMETANIL,4.0,princípio ativo
ARTYS VOLCANO,CARTAPE,4.0,princípio ativo
DOROSOL PLUS,DECANOL,4.0,princípio ativo
TORGON,TIRAM,4.0,princípio ativo
FURADAN 100G,FLURIDONA,4.0,princípio ativo
CLONAZEPAN 3 CP,CLOMAZONA,4.0,princípio ativo
LONNATE,DIQUATE,4.0,princípio ativo
HERBICODA,TERBACILA,4.0,princípio ativo
AASS,MSMA,4.0,princípio ativo
RAUNDUP/ MONSANTO,FORATO,4.0,princípio ativo
DECIS AGRITOATO,DECANOL,4.0,princípio ativo
ELLATOS,ETANOL,4.0,princípio ativo
CROSPAN,PROPANIL,4.0,princípio ativo
KIBOA,DIUROM,4.0,princípio ativo
"GLYPHOSATE,ISOPROPILAMINA",GLIFOSATO,4.0,princípio ativo
K7,MSMA,4.0,princípio ativo
FORF 15,FOSFINA,4.0,princípio ativo
AGRITOATO DMA806BT,DIMETOATO,4.0,princípio ativo
VENENO DE PIMENTA,DECANOL,4.0,princípio ativo
"2,4","2,4 - D",4.0,princípio ativo
"DIMETHYL-4,4-BYPIRIDINIUM",DIMETOATO,4.0,princípio ativo
DERIVADO PETROLEO,ETIPROLE,4.0,princípio ativo
AMISTAQR TOP,AMITRAZ,4.0,princípio ativo
RICOP,DIUROM,4.0,princípio ativo
FASNAC,ASULAM,4.0,princípio ativo
ORTOCIT,METOMIL,4.0,princípio ativo
CORYOM 550 CE,DIUROM,4.0,princípio ativo
LANNATE TALISMAN NHT SUPER S,ASULAM,4.0,princípio ativo
242,MSMA,4.0,princípio ativo
TUXICAN,TIRAM,4.0,princípio ativo
BARRAGER,CARTAPE,4.0,princípio ativo
VENENO GOAL,DECANOL,4.0,princípio ativo
CLONAZEPAM 15 MG (3 COMP),CLOMAZONA,4.0,princípio ativo
ORIGINAL CAFE,ORIZALINA,4.0,princípio ativo
DITANI,CAPTANA,4.0,princípio ativo
LORSBAN 109,BORAX,4.0,princípio ativo
RANDAPP WG,CARTAPE,4.0,princípio ativo
ESPHERE MAX,ENXOFRE,4.0,princípio ativo
PARACAP 450 CS,CARTAPE,4.0,princípio ativo
BENZENO,BENTAZONA,4.0,princípio ativo
