nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
ORTHENE,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
FOX,FOX,0.0,TRIFLOXYSTROBINA,princípio ativo
BRODIFAC E BENZOATO DE DENATONIUM,DEZ,1.0,"2,4 - D",princípio ativo
ANESTOLAPE,ACETA,6.0,ACETAMIPRIDO,princípio ativo
FULFONILUREIAS,FULFILL,8.0,PIMETROZINA,princípio ativo
DECIS 25,DECISIVE,3.0,GLIFOSATO,princípio ativo
ORGONOSFORADO,CRONNOS OD,7.0,PICOXISTROBINA,princípio ativo
GRAMATINOSE,GAMATION,4.0,MALATIONA,princípio ativo
"DIETHY,TRINCHLORIO,PYRIDYLY PHOSPHOROLHOATE",METRY,3.0,METRIBUZIM,princípio ativo
"ALFA CIANO,CICLOPROPANO CARBOXILATO",MAXIZATO,5.0,GLIFOSATO,princípio ativo
CECANTE,BEDANE,3.0,PIMETROZINA,princípio ativo
MEL DE FUMO,DEZ,1.0,"2,4 - D",princípio ativo
ORTUS,ORBIS,2.0,TEBUCONAZOL,princípio ativo
U46 BR,PINGBR,4.0,PERMETRINA,princípio ativo
DIOZINAN,BIO ZENON,4.0,TRICHODERMA HARZIANUM,princípio ativo
ALFA-ESTRADIOL A ACIDO ACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
BOLZA,BOLD,2.0,ACETAMIPRIDO,princípio ativo
TUSILADE 250 EN FLEX,TRILAG,4.0,TRICHOGRAMMA PRETIOSUM,princípio ativo
POLISUPER,COLISEO,4.0,ATRAZINA,princípio ativo
PHOSTOXIN,CYTOLIN,5.0,ACIDO GIBERELICO,princípio ativo
WARRANT 700WG,WARRANT 700 WG,1.0,IMIDACLOPRIDO,princípio ativo
TIAZOLICO,TATICO,4.0,FLUTRIAFOL,princípio ativo
FENOMENO,GESAMENA,4.0,AMETRINA,princípio ativo
DELTAMETRIM,DELTA TECNICO,6.0,DELTAMETRINA,princípio ativo
NUGARAM,SUGARINA,4.0,AMETRINA,princípio ativo
HELMOXONE,HELMOXONE,0.0,PARAQUATE,princípio ativo
ARTENE,ACTEND,2.0,SULFONILUREIA,princípio ativo
BIO APER,BIOBEV,4.0,BEAUVERIA BASSIANA,princípio ativo
CROSPAR,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
ARTENIA,ARREIO,3.0,FLUROXIPIR-MEPTILICO,princípio ativo
POLITOXEL,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
DICLORO FENOCIACETICO,DEORO,3.0,FLUMETRALIN,princípio ativo
SILTREN,SALERO,4.0,MANCOZEBE,princípio ativo
FOLHEAR,COICEBR,4.0,CLORPIRIFOS,princípio ativo
DEMOLIDA/VALCANE,VANTAJE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
DORMEX,DOBBEL,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
SODIA,SORBA,2.0,LUFENUROM,princípio ativo
OGF,WOLF,2.0,METSUFURON-METILICO,princípio ativo
ANTRAX,ASTRAL,2.0,GLIFOSATO,princípio ativo
ROTAL,ROYAL,1.0,CRESOXIM-METILICO,princípio ativo
ORGANOCLORADOS BHC,ORGANIC WP,8.0,TRICHODERMA ASPERELLUM,princípio ativo
CLOPAM,COPA,2.0,DIFLUBENZUROM,princípio ativo
FLYTION,ALION,3.0,INDAZIFLAM,princípio ativo
HERO DAMEC,HERO,0.0,ZETA-CIPERMETRINA,princípio ativo
TEMMICK,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
MANZATTI,BANZAI,3.0,DIMETOMORFE,princípio ativo
LOSNA,LOST,2.0,TEBUCONAZOLE,princípio ativo
GRAMOXOTONE,PROTONE,5.0,ACIDO ABSCISICO,princípio ativo
DECIS 25GC,DECISIVE,3.0,GLIFOSATO,princípio ativo
CIPITINGA,CUANTIVA,5.0,PIRACLOSTROBINA,princípio ativo
NORTROX,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
FORUM,NOVUM,2.0,PIRACLOSTROBINA,princípio ativo
GLICOFOSATO PLUS,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
240,DUO,3.0,DIUROM,princípio ativo
DDVP-FERSOL 1000,AVAL 100,6.0,TEBUTHIURON,princípio ativo
MENTOX TM,MENTOR,1.0,DIURON,princípio ativo
RISA,RIVAX,2.0,CARBENDAZIM,princípio ativo
CONSERVANTE,CONSENTO ,5.0,CLORIDRATO DE PROPAMOCARB+FENAMIDONA,princípio ativo
CIPRIMITRINA,WIPER XTRA,7.0,CLOROTALONIL,princípio ativo
FAS.TAC,CASTOR,4.0,FIPRONIL,princípio ativo
COPPER HYDROXIDE,HOPPER,1.0,TRICHOGRAMMA GALLOI,princípio ativo
ADUBO QUIMICO,DUO,2.0,DIUROM,princípio ativo
BICARBORNATO,ARBORO,6.0,SAFLUFENACIL,princípio ativo
CRUZAT/CROSAIT,UZAT,2.0,AZOXISTROBINA,princípio ativo
NOCITOL,NORTON,3.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
MALDRIX PLUS,CALARIS,3.0,MESOTRIONA,princípio ativo
PRODUTO QUIMICO DE USO INDUSTRIAL,DEZ,1.0,"2,4 - D",princípio ativo
RONDGIL,ANDRIL,3.0,BACILLUS FIRMUS,princípio ativo
CIPTRIM,CENTRIC,3.0,TIAMETOXAM,princípio ativo
BRAMUCIL,BEAUVEL,4.0,BEAUVERIA BASSIANA,princípio ativo
ORGALIO FOSFORADO,RAIO,3.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
GRAMAXION,GAMATION,2.0,MALATIONA,princípio ativo
COURET,COUGAR,3.0,PIRIPROXIFENO,princípio ativo
"TIMBO,NIM ,PIRETRO",AIM,1.0,CARFENTRAZONA-ETILICA,princípio ativo
DITHAANNE/SERCOBIN,CERCONIL,3.0,TIOFANATO METILICO,princípio ativo
INSECITIDA,INSECT,4.0,METARHIZIUM ANISOPLIAE,princípio ativo
FORTGREEN FG ANTESE,VANTAJE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
GIRDOMIL,GARDOMIL,1.0,S-METOLACLORO,princípio ativo
TROP TURUNA,TURUNA ,1.0,"2,4 - D",princípio ativo
"DIPIRONA,DICLOFENACO,IBUPROFENO",NIPPON,4.0,NICOSSULFUROM,princípio ativo
PIRULIN ALTERNE,ALTERNE ,1.0,TEBUCONAZOLE,princípio ativo
PREVENT,PREVENT ,1.0,CARBENDAZIM,princípio ativo
HAND-UP,BAND,1.0,FLUTRIAFOL,princípio ativo
MIX 2000,MINX 500 SC,5.0,CARBENDAZIM,princípio ativo
MONOXIDO DE E,DEZ,1.0,"2,4 - D",princípio ativo
AGROMAXER,AGRONEEM,4.0,OLEO DE NIM (AZADIRACHTA INDICA),princípio ativo
GASTOCIN,CYTOLIN,4.0,ACIDO GIBERELICO,princípio ativo
TURBO,ZARDO,3.0,"2,4 - D",princípio ativo
CONNECT,CONVICTO,3.0,AZOXISTROBINA,princípio ativo
DEXIS 25,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
ENJOPLENO,ENGEO PLENO,3.0,TIAMETOXAM,princípio ativo
ALCIDICARBE,ALICERCE,5.0,MANCOZEBE,princípio ativo
GLIFOZATI,GLIFOSAL,3.0,GLIFOSATO,princípio ativo
CABRIO-TOP,ZARDO,3.0,"2,4 - D",princípio ativo
ORGANOSFORADO,CRONNOS OD,7.0,PICOXISTROBINA,princípio ativo
CYPTRIN 250,CYTOLIN,3.0,ACIDO GIBERELICO,princípio ativo
PUVENIZADOR,PREDADOR,5.0,ESPIRODICLOFENO,princípio ativo
GLUCIAL + 46,CRUCIAL,2.0,GLIFOSATO,princípio ativo
GAMIT 360 S,TAMIZ,2.0,AZOXISTROBINA,princípio ativo
PURADAM,AUDAZ,4.0,FLUXAPIROXADE,princípio ativo
"BROMADIOLENE 0,005%",GLF001,5.0,GLIFOSATO,princípio ativo
COCIDE  FOSFATO  EVIDANCIA,COLISEO,3.0,ATRAZINA,princípio ativo
MELTRIN,MELTAN,2.0,FLUTRIAFOL,princípio ativo
IMPCTIL,IMPARBR,4.0,TIAMETOXAM,princípio ativo
DASH,DART,2.0,TEFLUBENZUROM,princípio ativo
POLETRIN,POLYTRIN ,2.0,PROFENOFOS,princípio ativo
ORTHOCIDE,ENTOMITE,5.0,STRATIOLAELAPS SCIMITUS,princípio ativo
ENOCOFRE,HODOR,5.0,MANCOZEBE,princípio ativo
BORBOM,SORBA,3.0,LUFENUROM,princípio ativo
TORLON,VERLON,2.0,"2,4 - D",princípio ativo
"DIMETHYL-4,4-BYPIRIDINIUM",METRY,4.0,METRIBUZIM,princípio ativo
TEMBOTRINA,HERBZINA,5.0,ATRAZINA,princípio ativo
ALFACIPIRMETRINA,ALFACIPERMETRINA TEC,5.0,ALFA CIPERMETRINA,princípio ativo
DIFECONAZOL,SHAR-CONAZOL,5.0,TEBUCONAZOLE,princípio ativo
FERAZIN 310,HERBZINA,3.0,ATRAZINA,princípio ativo
MALATON,MATTOR,3.0,FLUROXIPIR-METILICO,princípio ativo
GRAMAXONA,GAMATION,4.0,MALATIONA,princípio ativo
ATEROIDE,TROIA,4.0,MANCOZEBE,princípio ativo
FUSILAD,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
"METRIMEX,PROVENDE E VULCANE.",METIE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
DOSIUM,FYSIUM,2.0,METILCICLOPROPENO,princípio ativo
DIAZEPAM 10MG,ACETA,5.0,ACETAMIPRIDO,princípio ativo
JORDOR,HODOR,2.0,MANCOZEBE,princípio ativo
UNIZEBE GOLD,BOLD,1.0,ACETAMIPRIDO,princípio ativo
CARBANZEPINA,HERBZINA,6.0,ATRAZINA,princípio ativo
FLUAZFOR-P-BOTIL,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
02,DUO,3.0,DIUROM,princípio ativo
REDUTAN-NPK SILLIH,MELTAN,3.0,FLUTRIAFOL,princípio ativo
DACONIL 500 SDS,CERCONIL,3.0,TIOFANATO METILICO,princípio ativo
NITROIMIDAZOLIDIM,SIRTAKI GOLD,11.0,CLOMAZONA,princípio ativo
FURY 400ES,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
ARUEIRA,AVURA,3.0,AZOXISTROBINA,princípio ativo
ROTAMIK DITHIOBIN CEFANOL,ROTAMIK,0.0,ABAMECTINA,princípio ativo
PRIORI EXTRA,EXOR ,2.0,SULFOXAFLOR,princípio ativo
TUCRON,BURON,2.0,FLUTRIAFOL,princípio ativo
CYPERMETRIL,WIPER XTRA,6.0,CLOROTALONIL,princípio ativo
FURBO,FUORO,2.0,LUFENUROM,princípio ativo
MATATUDO,TOPATUDO,3.0,GLIFOSATO,princípio ativo
GRAMECIL,GAME,4.0,LUFENURON,princípio ativo
NICOSUFURON,NUFURON ,5.0,METSUFURON-METILICO,princípio ativo
AMITARZ-BUTOX,BURON,2.0,FLUTRIAFOL,princípio ativo
PLEN,PIREO,3.0,LUFENUROM,princípio ativo
DSSIS,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
LORD,LORD ,1.0,CLETODIN,princípio ativo
TAMRAO,ZARDO,3.0,"2,4 - D",princípio ativo
VIDOMIL,GARDOMIL,3.0,S-METOLACLORO,princípio ativo
FAZTAC,FAITH,3.0,ACEFATO,princípio ativo
LOGIN,LOYANT,3.0,FLORPIRAUXIFEN-BENZIL,princípio ativo
TORDON,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
2.4 D 826 G/L,"2,4-D TEC ",6.0,"2,4 - D",princípio ativo
CLOMIPRAMINA 25 MG,COMISSARIO,6.0,BIFENTRINA,princípio ativo
GLICOSIMINA,GLIFOXIN,5.0,GLIFOSATO,princípio ativo
LAMBDA CYHALOTHRINE,LAVRA,3.0,"2,4 - D",princípio ativo
LAT 200,LAVA 100,3.0,TEBUTHIURON,princípio ativo
IMPACT MIX 1255 C,INVICT,3.0,AZOXISTROBINA,princípio ativo
W.B.,WILD,3.0,CLORPIRIFOS,princípio ativo
ORGANOSFOSFORADOS,RINCOFOROL,10.0,RINCOFOROL,princípio ativo
NEGUVOM,NOVUM,4.0,PIRACLOSTROBINA,princípio ativo
TORDO E ALAIA,ZARDO,2.0,"2,4 - D",princípio ativo
CROPIFOSSE,CALIFORCE,5.0,NEOSEIULUS CALIFORNICUS,princípio ativo
RICOP,RIZOS,2.0,BACILLUS SUBTILIS,princípio ativo
SYMBOL,SUMO,3.0,"2,4 - D",princípio ativo
GLIBECLAMIDA,GESAMENA,7.0,AMETRINA,princípio ativo
"HXT-BAMINOVITA ,BATH H,B28308F19",NATU,3.0,DIFLUBENZUROM,princípio ativo
GALOP M (ADAMA),GALOP M,2.0,PICLORAM,princípio ativo
DIPIRONA SODICA,SORBA,3.0,LUFENUROM,princípio ativo
DROGA HAS,TROIA,2.0,MANCOZEBE,princípio ativo
RABENON,OBERON,3.0,ESPIROMESIFENO,princípio ativo
VEZIN,FEZAN,2.0,TEBUCONAZOL,princípio ativo
VOLCANO,VELDARA,4.0,PIRACLOSTROBINA,princípio ativo
VIDAMIL,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
ORGANO FOSFARADO,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
DIETILNITROFENILTHIOFOSFATO,DIURON TECNICO NUFARM,18.0,DIURON,princípio ativo
LORSBAN 109,SORBA,3.0,LUFENUROM,princípio ativo
KARATEZEON,KRATON,4.0,LUFENUROM,princípio ativo
SAIS N30,MAXSAN,5.0,DINOTEFURAM,princípio ativo
TRECLOPER - BUTOTILICO,CLOSER,4.0,SULFOXAFLOR,princípio ativo
CLORFUAZURON,HEXAZURON,6.0,HEXAZINONA,princípio ativo
TEMEPHOS,TEMPLO,3.0,GLIFOSATO,princípio ativo
GALOON/JAGUARAN,ALION,2.0,INDAZIFLAM,princípio ativo
CIPERTRIM,CENTRIC,4.0,TIAMETOXAM,princípio ativo
TRICODERMEL,TRICHODERMIL DS,5.0,TRICHODERMA HARZIANUM,princípio ativo
BUNGE,AUGE,2.0,HIDROXIDO DE COBRE,princípio ativo
GRAO VERDE,GRAO VERDE,0.0,SULFLURAMIDA,princípio ativo
JUMP,JUMP,0.0,DIURON,princípio ativo
METRINO,METRY,3.0,METRIBUZIM,princípio ativo
TARGA 50 CE,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
GRANOXONA,GRANADA,4.0,BEAUVERIA BASSIANA,princípio ativo
LAMBDA CIALATRINA,LAVRA,3.0,"2,4 - D",princípio ativo
VADACID E VERCON,VERLON,1.0,"2,4 - D",princípio ativo
RHUNDAP,THUNDER,3.0,AMICARBAZONA,princípio ativo
TAMARAO REGENTE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
FORMISIDA,FARMOZINE,5.0,ATRAZINA,princípio ativo
GLIFOESCITO,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
ERA MATO,FERA,1.0,GLIFOSATO,princípio ativo
CONETE,CAPOTE,3.0,TEBUTIUROM,princípio ativo
PUBERED,PIREO,4.0,LUFENUROM,princípio ativo
DON AGRO SCIENCES,SENSEI,4.0,BUPROFEZINA,princípio ativo
MUSPILON,MISSIL,4.0,HALOXIFOPE-P-METILICO,princípio ativo
FUSILAK,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
SULFARAMIDA,SUGARINA,5.0,AMETRINA,princípio ativo
CARAMASONE,FARMOZINE,5.0,ATRAZINA,princípio ativo
ADUBO DE MAMONA,DEZ,1.0,"2,4 - D",princípio ativo
AGRITOATO 400,AGRILIST,4.0,"2,4 - D",princípio ativo
GRIMECTIN,PROTECTIN ,4.0,TIOFANATO-METILICO,princípio ativo
AMOXACILINA,AGRILIST,7.0,"2,4 - D",princípio ativo
PRODUTO VETERINARIO,PRODUTIVO,2.0,TIODICARBE,princípio ativo
DEMAND,DIAMOND,3.0,TRICHODERMA KONINGIOPSIS,princípio ativo
PROVENA 750 MG,PROTONE,3.0,ACIDO ABSCISICO,princípio ativo
SULFENSTRAZONE,SUCESSION,8.0,METOLACLORO,princípio ativo
GLOSOFATO PLUS,GRASSATO,4.0,GLIFOSATO,princípio ativo
ACREL,ACRUX,2.0,PACLOBUTRAZOL,princípio ativo
DETERGENTE,REFERENCE,4.0,MANCOZEBE,princípio ativo
TARCA,ARCAR,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
ROCENDP,CRICEN,4.0,METALAXIL-M,princípio ativo
THIODAN,THORN,3.0,TRIFLUMURON+ BETA,princípio ativo
METIL CARBONATO DE OXINA,METIZ,1.0,METRIBUZIM,princípio ativo
DICHLOROPHENOXY,CHLOROMO,8.0,CLORPIRIFOS,princípio ativo
OSTATLIAN,CYTOLIN,5.0,ACIDO GIBERELICO,princípio ativo
TODE,TOKEN,2.0,HEXAZINONA,princípio ativo
PRIORI-XTRA,PROFIX,3.0,BACILLUS SUBTILIS,princípio ativo
APOMOXONE 200,HELMOXONE,3.0,PARAQUATE,princípio ativo
ALDECARD,LECAR,3.0,LAMBDA-CIALOTRINA,princípio ativo
ALFA CIANO 150GRAMAS,DINNO,2.0,DINOTEFURAM,princípio ativo
GRANULO ROSA,GRAVUN,3.0,CIPRODINIL,princípio ativo
DEZ,DEZ,0.0,"2,4 - D",princípio ativo
TUXICAN,FEICAN,3.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
GLIZ 480 SL,TROP 480 SL,4.0,GLIFOSATO,princípio ativo
DICASOL,DICAMAX,3.0,DICAMBA,princípio ativo
VIEPAN,NIPPON,3.0,NICOSSULFUROM,princípio ativo
ESFOLIANTE DX,ENTOMITE,5.0,STRATIOLAELAPS SCIMITUS,princípio ativo
DEFENSIVO FOLEAR,BOLERO,3.0,MANCOZEBE,princípio ativo
CARBAFEERANO,SOBERANO,6.0,FLUTRIAFOL,princípio ativo
CANA,YANG,2.0,ACETAMIPRIDO,princípio ativo
ASSISTI,SENSEI,4.0,BUPROFEZINA,princípio ativo
TALCORDES,ALVERDE,4.0,METAFLUMIZONE,princípio ativo
STANDERK,STANDAK,2.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
ORGANO  FOSFORADO,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
CAPATAZ BR,CAPATAZBR,1.0,CLORPIRIFOS,princípio ativo
TORDON ( FAIXA VERMELHA),FAITH,2.0,ACEFATO,princípio ativo
LIPECIDE,PRIDE,4.0,GLIFOSATO,princípio ativo
PRODUTO TOXICO,PRODUTIVO,2.0,TIODICARBE,princípio ativo
PIREDAN,PIREO,3.0,LUFENUROM,princípio ativo
PANAQUATRO SIC,DANIATO,5.0,ACEFATO,princípio ativo
N-FOSFONOMETILGLICINA,FORTUNA TECNICA,12.0,MANCOZEBE,princípio ativo
INIBIDOR INESPECIFICO DA COLINESTERASE,INSSIMO,4.0,ACIBENZOLAR-S-METILICO,princípio ativo
CROSPITAL,CROPSTAR,3.0,IMIDACLOPRIDO,princípio ativo
DIAZINOM,DINNO,4.0,DINOTEFURAM,princípio ativo
RIMON FAIXA VERMELHA,TIMON,1.0,IMIDACLOPRIDO,princípio ativo
CLORAZEPAM,COTEZEM,5.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
LAMBDACIOLOTRINA,ADANTE XTRA,10.0,AZOXISTROBINA,princípio ativo
BRILHANTE BR,BRILHANTEBR,1.0,METHOMYL,princípio ativo
PROPSFAR,CROPSTAR,2.0,IMIDACLOPRIDO,princípio ativo
FOSFATO DE ALUMIN IO,DEZ,1.0,"2,4 - D",princípio ativo
POLITRYN,POLYTRIN ,3.0,PROFENOFOS,princípio ativo
PINGPLUS,NILLUS,4.0,CLOROTALONIL,princípio ativo
DORUS PLUS,HOROS,2.0,PICOXISTROBINA,princípio ativo
GRANUTOX,GRANT,3.0,"2,4 - D",princípio ativo
COUTER 150MG,COUGAR,2.0,PIRIPROXIFENO,princípio ativo
TUFE,AUGE,2.0,HIDROXIDO DE COBRE,princípio ativo
CLORETO DE ALQUIL DIRETIL BENZIL,DEZ,1.0,"2,4 - D",princípio ativo
VULCANO,BUCANERO,4.0,LAMBDA-CIALOTRINA,princípio ativo
AGRICOATICA,AGRILIST,6.0,"2,4 - D",princípio ativo
LANOTI,LANTIC,2.0,CARBENDAZIM,princípio ativo
"OMT 720,CD",MSMA 720,3.0,MSMA,princípio ativo
ORTHENE 750 BR,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
AGRICHEM,AGRONEEM,3.0,OLEO DE NIM (AZADIRACHTA INDICA),princípio ativo
SUPRACID 400 CE,SPACE ,4.0,CIMOXAMIL+MANCOZEBE,princípio ativo
DEMARD,DAMAST,3.0,AZOXISTROBINA,princípio ativo
UNISEB GOLD,BOLD,1.0,ACETAMIPRIDO,princípio ativo
N- PHOPHIONOMETHYL,TOPINAM,10.0,TRICLOPIR-BUTOTILICO,princípio ativo
DEMILIDOR,DEMOLIDORBR,3.0,HEXAZINONA,princípio ativo
MUFOS 48,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
ENGEO-PLUNO,ENGEO PLENO,2.0,TIAMETOXAM,princípio ativo
ADUBO,DUO,2.0,DIUROM,princípio ativo
FURODAM,AURORA ,3.0,CARFENTRAZONA-ETILICA,princípio ativo
FUNGIDA CUROO,BURON,2.0,FLUTRIAFOL,princípio ativo
MASTHER FERTH RECOOP,FAITH,2.0,ACEFATO,princípio ativo
EURADAN,ESPADA,3.0,NICOSULFURON,princípio ativo
CIPTRIN,CENTRIC,3.0,TIAMETOXAM,princípio ativo
GUAMOXONE,HELMOXONE,3.0,PARAQUATE,princípio ativo
MENLUIDA,BENEVIA,4.0,CIANTRANILIPROLE,princípio ativo
OLEO MINERAL LIDROCARBONETOS PARAFINEOS,SYNERO,4.0,AMINOPIRALIDE,princípio ativo
TAMAREC,NEMATEC,3.0,DELADENUS SIRICIDICOLA,princípio ativo
FOLPAN,GOPAN,2.0,DIQUATE,princípio ativo
CROSPTAR,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
PRESSORE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
SUSPEITO,SPERTO,3.0,FLUTRIAFOL,princípio ativo
RAUMDAP,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
HIDROXIDO DE CALCIO,DEZ,1.0,"2,4 - D",princípio ativo
ACIDO PURIDRICO,ZARDO,3.0,"2,4 - D",princípio ativo
TORDON - PO DA CHINA,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
HIDROXIDO DE POTASSIO,DEZ,1.0,"2,4 - D",princípio ativo
OXIDO DE CALCIO,DEZ,1.0,"2,4 - D",princípio ativo
COMO/SUPERA,SUPERUS,2.0,ABAMECTINA,princípio ativo
PIRISTOIT,MERISTO,4.0,MESOTRIONA,princípio ativo
PARAGUAY,PARADOX ,4.0,PARAQUATE,princípio ativo
CREOLINA,CYTOLIN,3.0,ACIDO GIBERELICO,princípio ativo
KAISO EQUATION,RAIO,2.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
AZOXYSTROBIN,CYTOLIN,7.0,ACIDO GIBERELICO,princípio ativo
MUSTAG,MELTAN,3.0,FLUTRIAFOL,princípio ativo
CARBONATO OU URETANOS,PREDADOR,4.0,ESPIRODICLOFENO,princípio ativo
EMITA,RELICTA,3.0,FLORPIRAUXIFEN-BENZIL,princípio ativo
CAUTRIM,CALARIS,3.0,MESOTRIONA,princípio ativo
AMONIACO,ZONIC,4.0,AMICARBAZONA,princípio ativo
DIMETIL-N-ACETIL-FOSFORAMIDOTIOATO,ACETA,2.0,ACETAMIPRIDO,princípio ativo
2 4 D SAL DIMETILAMINA,GESAMENA,7.0,AMETRINA,princípio ativo
SHEREMAX + ESTRIBURINA,SPHERE MAX,2.0,TRIFLOXISTROBINA,princípio ativo
SALICILINA,ALIBI FLORA,6.0,AZOXISTROBINA,princípio ativo
AZOTO AMIDICO 46%,FUORO,3.0,LUFENUROM,princípio ativo
NIRVA,SORBA,3.0,LUFENUROM,princípio ativo
TALSTAR 100 CE,ALSTAR ,2.0,BIFENTRINA,princípio ativo
FERTION,VERLON,3.0,"2,4 - D",princípio ativo
TALIMAN,TALISMAN,1.0,BIFENTRINA,princípio ativo
NONATO,PONTO,2.0,NOVALUROM,princípio ativo
ECTOMIL 20ML,ENTOMITE,3.0,STRATIOLAELAPS SCIMITUS,princípio ativo
ELEKTRA,ELEITTO,3.0,ACETAMIPRIDO,princípio ativo
TONDON,HODOR,3.0,MANCOZEBE,princípio ativo
CAZUMIN,AUIN,3.0,BEAUVERIA BASSIANA,princípio ativo
0 - DIMETHYL,METRY,4.0,METRIBUZIM,princípio ativo
KRAFIL,PROFIX,3.0,BACILLUS SUBTILIS,princípio ativo
PROVADO-200 S.C,PREDADOR,3.0,ESPIRODICLOFENO,princípio ativo
OLEATO DE METILO E PALMITATO DE METILO,DEZ,1.0,"2,4 - D",princípio ativo
CLAP,CZAR,2.0,CARBENDAZIM,princípio ativo
BENZODIAZEPINICO,THIODI TECNICO,8.0,THIODICARBE,princípio ativo
TWESON,TRUZON,3.0,CIPRODINIL,princípio ativo
DIFICOR,HAFFOR,4.0,SULFOXAFLOR,princípio ativo
AMOXILINA 250 MG,AGRILIST,5.0,"2,4 - D",princípio ativo
ROTAM W6,ROYAL,2.0,CRESOXIM-METILICO,princípio ativo
COLINERGICO,COLISEO,5.0,ATRAZINA,princípio ativo
CASCADE,RASCAL,3.0,TRICLOPIR-BUTOTILICO,princípio ativo
AQUITRIN,AFITRIX,3.0,BENFURACARBE,princípio ativo
AMITRPTILINA,TRILLA,7.0,DIUROM,princípio ativo
NATIVO (BAYER),NATIVE,1.0,BACILLUS AMYLOLIQUEFACIENS,princípio ativo
DERSIN,VERLON,3.0,"2,4 - D",princípio ativo
SAL TRIETANOLAMINA,TRIANUM WG,8.0,TRICHODERMA HARZIANUM,princípio ativo
SANNATE BR,DANIATO,3.0,ACEFATO,princípio ativo
CYANO 3 PHENOXYBENZYL,YANG,2.0,ACETAMIPRIDO,princípio ativo
RISSA CAFE,TRILLA,3.0,DIUROM,princípio ativo
ZORDOM,ZARDO,2.0,"2,4 - D",princípio ativo
MILHARVIL,CALARIS,5.0,MESOTRIONA,princípio ativo
DIAZITOP,DANIATO,4.0,ACEFATO,princípio ativo
CALCAREO,CALARIS,3.0,MESOTRIONA,princípio ativo
CURION,CANION,2.0,HEXAZINONA,princípio ativo
U46BR,SORBA,4.0,LUFENUROM,princípio ativo
THOR,TEOR,1.0,FIPRONIL,princípio ativo
LIPOGLICEMIANTE,BIO-IMUNE,9.0,BACILLUS SUBTILIS,princípio ativo
MARCOZEB,ZARDO,5.0,"2,4 - D",princípio ativo
CALTRINE,CALARIS,3.0,MESOTRIONA,princípio ativo
VERDADEIRO BOMBA,SORBA,2.0,LUFENUROM,princípio ativo
REGENTE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
KAZUMIN,AUIN,3.0,BEAUVERIA BASSIANA,princípio ativo
GRIFOSADO,GLIFOSAL,3.0,GLIFOSATO,princípio ativo
GIOPRENO,BIO ZENON,4.0,TRICHODERMA HARZIANUM,princípio ativo
LORARIDINA,SUGARINA,5.0,AMETRINA,princípio ativo
NAFTALENO,TALENT,4.0,METSUFURON-METILICO,princípio ativo
COMPRIMIDO FEIJAO,FEICAN,2.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
